FLastName, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,38,UnChecked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,39,UnChecked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,40,UnChecked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,1,MC,,"What is the answer to life, the universe, and everything?",FALSE,1,41,Checked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,50%,Checked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,60%,UnChecked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",FALSE,1,25%,UnChecked,0,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,TRUE,Checked,1,1
ffcabddbd9282ff6c6a86c5b7cc5d781dd2af266373f7370bc7ddc5041095e5b43a2f, 1,8/29/2024 11:02,8/29/2024 11:07,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",FALSE,1,FALSE,UnChecked,1,1
